species_latin,recording_id,segment_index,start_s,duration_s,segment_path,spectrogram_path,visual_qc,qc_reason,reviewed_by,notes,auto_qc,auto_reason,auto_score,active_pixel_ratio,contrast_stddev,mean_luminance,audio_band_tag,audio_band_reason,dominant_freq_hz,low_band_ratio,mid_band_ratio,high_band_ratio,species_audio_median_hz,species_audio_mean_hz,species_audio_min_hz,species_audio_max_hz,species_audio_count,species_audio_status,species_audio_threshold_hz
Tettigonia viridissima,907281,33,99.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC907281_seg033_start099.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/tettigonia-viridissima/XC907281_seg033_start099.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,0.8289,0.0864,19.9445,128.2748,mixed,mixed_band,8908.5000,0.0926,0.8492,0.0582,9704.7500,9674.5511,8281.0000,11996.5000,88,audible_list_keep,28000.0
Tettigonia viridissima,907281,34,102.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC907281_seg034_start102.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/tettigonia-viridissima/XC907281_seg034_start102.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,0.8848,0.0935,19.6579,128.1937,mixed,mixed_band,8605.0000,0.0857,0.8695,0.0448,9704.7500,9674.5511,8281.0000,11996.5000,88,audible_list_keep,28000.0
Tettigonia viridissima,907281,35,105.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC907281_seg035_start105.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/tettigonia-viridissima/XC907281_seg035_start105.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,0.9021,0.0960,19.1837,128.6352,mixed,mixed_band,8672.5000,0.1091,0.8351,0.0557,9704.7500,9674.5511,8281.0000,11996.5000,88,audible_list_keep,28000.0
Tettigonia viridissima,1060772,0,0.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC1060772_seg000_start000.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/tettigonia-viridissima/XC1060772_seg000_start000.000s.png,review,unreviewed,,,human_review,ambiguous,1.0000,0.1436,15.0241,125.1339,mixed,mixed_band,9413.0000,0.0078,0.9642,0.0280,9704.7500,9674.5511,8281.0000,11996.5000,88,audible_list_keep,28000.0
Tettigonia viridissima,1060772,1,3.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC1060772_seg001_start003.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/tettigonia-viridissima/XC1060772_seg001_start003.000s.png,review,unreviewed,,,human_review,ambiguous,1.0000,0.1373,14.4668,121.8470,mixed,mixed_band,9368.0000,0.0105,0.9412,0.0483,9704.7500,9674.5511,8281.0000,11996.5000,88,audible_list_keep,28000.0
Tettigonia viridissima,1060773,0,0.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC1060773_seg000_start000.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/tettigonia-viridissima/XC1060773_seg000_start000.000s.png,review,unreviewed,,,human_review,ambiguous,0.9598,0.1062,15.2357,116.5701,mixed,mixed_band,9529.0000,0.0341,0.9364,0.0295,9704.7500,9674.5511,8281.0000,11996.5000,88,audible_list_keep,28000.0
Tettigonia viridissima,1060773,1,3.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC1060773_seg001_start003.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/tettigonia-viridissima/XC1060773_seg001_start003.000s.png,review,unreviewed,,,human_review,ambiguous,1.0000,0.1208,14.7267,116.7683,mixed,mixed_band,9123.5000,0.0345,0.9360,0.0295,9704.7500,9674.5511,8281.0000,11996.5000,88,audible_list_keep,28000.0
Tettigonia viridissima,1060773,2,6.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC1060773_seg002_start006.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/tettigonia-viridissima/XC1060773_seg002_start006.000s.png,review,unreviewed,,,human_review,ambiguous,1.0000,0.1221,14.5160,117.9267,mixed,mixed_band,9442.5000,0.0284,0.9471,0.0246,9704.7500,9674.5511,8281.0000,11996.5000,88,audible_list_keep,28000.0
Tettigonia viridissima,1060773,3,9.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC1060773_seg003_start009.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/tettigonia-viridissima/XC1060773_seg003_start009.000s.png,review,unreviewed,,,human_review,ambiguous,1.0000,0.1199,14.3538,118.1883,mixed,mixed_band,9848.0000,0.0242,0.9286,0.0473,9704.7500,9674.5511,8281.0000,11996.5000,88,audible_list_keep,28000.0
Tettigonia viridissima,1060773,4,12.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/tettigonia-viridissima/XC1060773_seg004_start012.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/tettigonia-viridissima/XC1060773_seg004_start012.000s.png,review,unreviewed,,,human_review,ambiguous,1.0000,0.1216,14.5211,117.5781,mixed,mixed_band,9538.5000,0.0264,0.9494,0.0242,9704.7500,9674.5511,8281.0000,11996.5000,88,audible_list_keep,28000.0
Gryllus campestris,967471,0,0.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967471_seg000_start000.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967471_seg000_start000.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1453,32.3602,75.1651,audible,low_frequency_dominant,4729.5000,0.9133,0.0400,0.0467,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967471,1,3.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967471_seg001_start003.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967471_seg001_start003.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1510,32.4590,74.7378,audible,low_frequency_dominant,4733.5000,0.9040,0.0446,0.0514,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967471,2,6.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967471_seg002_start006.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967471_seg002_start006.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1399,32.3969,76.6293,audible,low_frequency_dominant,4761.5000,0.8921,0.0468,0.0611,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967471,3,9.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967471_seg003_start009.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967471_seg003_start009.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1530,32.9320,74.0734,audible,low_frequency_dominant,4739.5000,0.8976,0.0461,0.0563,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967471,4,12.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967471_seg004_start012.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967471_seg004_start012.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1519,31.9078,75.6436,audible,low_frequency_dominant,4741.0000,0.9076,0.0421,0.0503,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967471,5,15.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967471_seg005_start015.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967471_seg005_start015.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1454,31.7976,76.8167,audible,low_frequency_dominant,4732.5000,0.8951,0.0455,0.0594,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967471,6,18.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967471_seg006_start018.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967471_seg006_start018.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1415,32.2872,75.6011,audible,low_frequency_dominant,4711.5000,0.8905,0.0468,0.0627,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967471,7,21.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967471_seg007_start021.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967471_seg007_start021.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1502,33.1922,74.1443,audible,low_frequency_dominant,4752.0000,0.8917,0.0487,0.0596,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967471,8,24.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967471_seg008_start024.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967471_seg008_start024.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1505,32.6446,75.8307,audible,low_frequency_dominant,4740.0000,0.8903,0.0475,0.0622,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967484,0,0.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967484_seg000_start000.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967484_seg000_start000.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1431,25.3851,81.0068,audible,low_frequency_dominant,4742.5000,0.9990,0.0006,0.0003,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967484,1,3.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967484_seg001_start003.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967484_seg001_start003.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1498,25.3299,81.7093,audible,low_frequency_dominant,4782.0000,0.9990,0.0007,0.0004,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967484,2,6.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967484_seg002_start006.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967484_seg002_start006.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1526,25.3560,81.5451,audible,low_frequency_dominant,4783.0000,0.9990,0.0007,0.0003,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967484,3,9.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967484_seg003_start009.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967484_seg003_start009.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1543,25.2408,81.9232,audible,low_frequency_dominant,4786.5000,0.9990,0.0007,0.0003,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967484,4,12.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967484_seg004_start012.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967484_seg004_start012.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1523,25.1973,81.8460,audible,low_frequency_dominant,4796.0000,0.9988,0.0008,0.0003,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967484,5,15.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967484_seg005_start015.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967484_seg005_start015.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1512,25.2394,81.6057,audible,low_frequency_dominant,4818.0000,0.9990,0.0007,0.0003,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967484,6,18.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967484_seg006_start018.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967484_seg006_start018.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1505,24.8965,80.5118,audible,low_frequency_dominant,4784.0000,0.9990,0.0006,0.0003,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967484,7,21.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967484_seg007_start021.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967484_seg007_start021.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1523,25.2620,81.6731,audible,low_frequency_dominant,4791.5000,0.9991,0.0006,0.0003,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967484,8,24.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967484_seg008_start024.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967484_seg008_start024.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1506,25.1078,81.8769,audible,low_frequency_dominant,4791.0000,0.9992,0.0004,0.0003,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967484,9,27.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967484_seg009_start027.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967484_seg009_start027.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1513,25.7867,84.9580,audible,low_frequency_dominant,4747.5000,0.9968,0.0004,0.0028,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967442,0,0.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967442_seg000_start000.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967442_seg000_start000.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,0.9718,0.1055,18.0037,93.0580,audible,low_frequency_dominant,4636.0000,0.9216,0.0625,0.0160,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967442,1,3.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967442_seg001_start003.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967442_seg001_start003.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,0.9476,0.1029,17.5299,92.5955,audible,low_frequency_dominant,4621.5000,0.9340,0.0540,0.0120,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967442,2,6.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967442_seg002_start006.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967442_seg002_start006.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,1.0000,0.1094,18.0722,92.9845,audible,low_frequency_dominant,4626.0000,0.9279,0.0604,0.0117,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967442,3,9.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967442_seg003_start009.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967442_seg003_start009.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,0.8368,0.0891,17.7426,91.3972,audible,low_frequency_dominant,4633.5000,0.9287,0.0586,0.0128,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967442,4,12.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967442_seg004_start012.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967442_seg004_start012.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,0.8657,0.0927,17.6861,91.5278,audible,low_frequency_dominant,4649.0000,0.9435,0.0462,0.0102,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
Gryllus campestris,967442,5,15.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967442_seg005_start015.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967442_seg005_start015.000s.png,review,unreviewed,,,auto_keep_candidate,structured_signal,0.9185,0.0990,17.9357,92.1086,audible,low_frequency_dominant,4653.0000,0.9509,0.0393,0.0098,4783.5000,5179.9190,3956.0000,18345.0000,210,audible_list_keep,28000.0
