species_latin,recording_id,segment_index,start_s,duration_s,segment_path,spectrogram_path,visual_qc,qc_reason,reviewed_by,notes
Gryllus campestris,967442,7,21.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967442_seg007_start021.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967442_seg007_start021.000s.png,review,unreviewed,,
Gryllus campestris,967442,8,24.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967442_seg008_start024.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967442_seg008_start024.000s.png,review,unreviewed,,
Gryllus campestris,967442,9,27.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967442_seg009_start027.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967442_seg009_start027.000s.png,review,unreviewed,,
Gryllus campestris,967442,10,30.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967442_seg010_start030.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967442_seg010_start030.000s.png,review,unreviewed,,
Gryllus campestris,1095680,0,0.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC1095680_seg000_start000.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC1095680_seg000_start000.000s.png,review,unreviewed,,
Gryllus campestris,1095680,1,3.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC1095680_seg001_start003.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC1095680_seg001_start003.000s.png,review,unreviewed,,
Gryllus campestris,1095680,2,6.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC1095680_seg002_start006.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC1095680_seg002_start006.000s.png,review,unreviewed,,
Gryllus campestris,1095680,3,9.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC1095680_seg003_start009.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC1095680_seg003_start009.000s.png,review,unreviewed,,
Gryllus campestris,1095680,4,12.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC1095680_seg004_start012.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC1095680_seg004_start012.000s.png,review,unreviewed,,
Gryllus campestris,1095680,5,15.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC1095680_seg005_start015.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC1095680_seg005_start015.000s.png,review,unreviewed,,
Gryllus campestris,1095680,6,18.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC1095680_seg006_start018.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC1095680_seg006_start018.000s.png,review,unreviewed,,
Gryllus campestris,1095680,7,21.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC1095680_seg007_start021.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC1095680_seg007_start021.000s.png,review,unreviewed,,
Gryllus campestris,1095680,8,24.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC1095680_seg008_start024.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC1095680_seg008_start024.000s.png,review,unreviewed,,
Gryllus campestris,1095680,9,27.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC1095680_seg009_start027.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC1095680_seg009_start027.000s.png,review,unreviewed,,
Gryllus campestris,1095680,10,30.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC1095680_seg010_start030.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC1095680_seg010_start030.000s.png,review,unreviewed,,
Gryllus campestris,967483,0,0.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967483_seg000_start000.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967483_seg000_start000.000s.png,review,unreviewed,,
Gryllus campestris,967483,1,3.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967483_seg001_start003.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967483_seg001_start003.000s.png,review,unreviewed,,
Gryllus campestris,967483,2,6.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967483_seg002_start006.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967483_seg002_start006.000s.png,review,unreviewed,,
Gryllus campestris,967483,3,9.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967483_seg003_start009.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967483_seg003_start009.000s.png,review,unreviewed,,
Gryllus campestris,967483,4,12.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967483_seg004_start012.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967483_seg004_start012.000s.png,review,unreviewed,,
Gryllus campestris,967483,5,15.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967483_seg005_start015.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967483_seg005_start015.000s.png,review,unreviewed,,
Gryllus campestris,967483,6,18.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967483_seg006_start018.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967483_seg006_start018.000s.png,review,unreviewed,,
Gryllus campestris,967483,7,21.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967483_seg007_start021.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967483_seg007_start021.000s.png,review,unreviewed,,
Gryllus campestris,967483,8,24.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967483_seg008_start024.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967483_seg008_start024.000s.png,review,unreviewed,,
Gryllus campestris,967483,9,27.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967483_seg009_start027.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967483_seg009_start027.000s.png,review,unreviewed,,
Gryllus campestris,967483,10,30.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967483_seg010_start030.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967483_seg010_start030.000s.png,review,unreviewed,,
Gryllus campestris,967489,0,0.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967489_seg000_start000.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967489_seg000_start000.000s.png,review,unreviewed,,
Gryllus campestris,967489,1,3.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967489_seg001_start003.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967489_seg001_start003.000s.png,review,unreviewed,,
Gryllus campestris,967489,2,6.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967489_seg002_start006.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967489_seg002_start006.000s.png,review,unreviewed,,
Gryllus campestris,967489,3,9.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967489_seg003_start009.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967489_seg003_start009.000s.png,review,unreviewed,,
Gryllus campestris,967489,4,12.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967489_seg004_start012.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967489_seg004_start012.000s.png,review,unreviewed,,
Gryllus campestris,967489,5,15.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967489_seg005_start015.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967489_seg005_start015.000s.png,review,unreviewed,,
Gryllus campestris,967489,6,18.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967489_seg006_start018.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967489_seg006_start018.000s.png,review,unreviewed,,
Gryllus campestris,967489,7,21.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967489_seg007_start021.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967489_seg007_start021.000s.png,review,unreviewed,,
Gryllus campestris,967489,8,24.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967489_seg008_start024.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967489_seg008_start024.000s.png,review,unreviewed,,
Gryllus campestris,967489,9,27.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967489_seg009_start027.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967489_seg009_start027.000s.png,review,unreviewed,,
Gryllus campestris,967489,10,30.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967489_seg010_start030.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967489_seg010_start030.000s.png,review,unreviewed,,
Gryllus campestris,967489,11,33.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967489_seg011_start033.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967489_seg011_start033.000s.png,review,unreviewed,,
Gryllus campestris,967476,0,0.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967476_seg000_start000.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967476_seg000_start000.000s.png,review,unreviewed,,
Gryllus campestris,967476,1,3.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967476_seg001_start003.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967476_seg001_start003.000s.png,review,unreviewed,,
Gryllus campestris,967476,2,6.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967476_seg002_start006.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967476_seg002_start006.000s.png,review,unreviewed,,
Gryllus campestris,967476,3,9.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967476_seg003_start009.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967476_seg003_start009.000s.png,review,unreviewed,,
Gryllus campestris,967476,4,12.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967476_seg004_start012.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967476_seg004_start012.000s.png,review,unreviewed,,
Gryllus campestris,967476,5,15.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967476_seg005_start015.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967476_seg005_start015.000s.png,review,unreviewed,,
Gryllus campestris,967476,6,18.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967476_seg006_start018.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967476_seg006_start018.000s.png,review,unreviewed,,
Gryllus campestris,967476,7,21.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967476_seg007_start021.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967476_seg007_start021.000s.png,review,unreviewed,,
Gryllus campestris,967476,8,24.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967476_seg008_start024.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967476_seg008_start024.000s.png,review,unreviewed,,
Gryllus campestris,967476,9,27.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967476_seg009_start027.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967476_seg009_start027.000s.png,review,unreviewed,,
Gryllus campestris,967476,10,30.000,3.000,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/segments/gryllus-campestris/XC967476_seg010_start030.000s.wav,/Users/jchavauxm5/PKA_JCH/JCH_Inbox/03_PROJECTS/03_WILDNEXUS/06_COMPONENTS/BIOACOUSTIC/INSECTNET/03_AUDIO_DOWNLOADS/spectrograms/gryllus-campestris/XC967476_seg010_start030.000s.png,review,unreviewed,,
