species_latin,recording_id,source,source_url,download_url,file_name,country,quality,quality_flag,license_class,license_url,method,playback_used,animal_seen,sample_rate_hz,duration_s,recordist,selection_rank,selection_reason
Tettigonia viridissima,969762,xeno-canto,https://xeno-canto.org/969762,https://xeno-canto.org/969762/download,XC969762-T-viridissima-c20_St-Vallier-de-Thiey-06_2020-07-07_M00132+++.wav,France,A,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,26.0,Julien Barataud,1,quality=A; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,969404,xeno-canto,https://xeno-canto.org/969404,https://xeno-canto.org/969404/download,XC969404-R-roeselii-d20_Condat-en-Combrailles-63_20200703_115147+++.wav,France,A,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,26.0,Julien Barataud,1,quality=A; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,969405,xeno-canto,https://xeno-canto.org/969405,https://xeno-canto.org/969405/download,XC969405-R-roeselii-d20_Condat-en-Combrailles-63_20200703_115530+++.wav,France,A,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,31.0,Julien Barataud,2,quality=A; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,969392,xeno-canto,https://xeno-canto.org/969392,https://xeno-canto.org/969392/download,XC969392-R-roeselii-c22_Chanteix-19_2018-07-22_21_43_59_M00035++.wav,France,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,6.0,Julien Barataud,3,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,969457,xeno-canto,https://xeno-canto.org/969457,https://xeno-canto.org/969457/download,XC969457-R-roeselii-n17_Clergoux-19_2021-08-31_21_27_20_M00046++.wav,France,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,8.0,Julien Barataud,4,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,969455,xeno-canto,https://xeno-canto.org/969455,https://xeno-canto.org/969455/download,XC969455-R-roeselii-n16_Orgnac-sur-Vezere-19_2017-06-27_01_31_16_M00020++.wav,France,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,10.0,Julien Barataud,5,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,969411,xeno-canto,https://xeno-canto.org/969411,https://xeno-canto.org/969411/download,XC969411-R-roeselii-d21_Chanteix-19_20210623_M00004++.wav,France,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,11.0,Julien Barataud,6,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,849649,xeno-canto,https://xeno-canto.org/849649,https://xeno-canto.org/849649/download,XC849649-NoID_20200813_180658.wav,France,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,13.0,Baudewijn Odé,7,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,850129,xeno-canto,https://xeno-canto.org/850129,https://xeno-canto.org/850129/download,XC850129-NoID_20230818_163439.wav,Netherlands,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,15.0,Baudewijn Odé,8,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,850126,xeno-canto,https://xeno-canto.org/850126,https://xeno-canto.org/850126/download,XC850126-NoID_20230818_163317.wav,Netherlands,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,16.0,Baudewijn Odé,9,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,846647,xeno-canto,https://xeno-canto.org/846647,https://xeno-canto.org/846647/download,XC846647-20210903_155552.wav,Netherlands,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,17.0,Baudewijn Odé,10,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,850127,xeno-canto,https://xeno-canto.org/850127,https://xeno-canto.org/850127/download,XC850127-NoID_20230818_163351.wav,Netherlands,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,17.0,Baudewijn Odé,11,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,850179,xeno-canto,https://xeno-canto.org/850179,https://xeno-canto.org/850179/download,XC850179-NoID_20230902_221632.wav,Netherlands,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,17.0,Baudewijn Odé,12,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,850188,xeno-canto,https://xeno-canto.org/850188,https://xeno-canto.org/850188/download,XC850188-NoID_20230903_121932.wav,Netherlands,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,18.0,Baudewijn Odé,13,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,850130,xeno-canto,https://xeno-canto.org/850130,https://xeno-canto.org/850130/download,XC850130-NoID_20230818_163501.wav,Netherlands,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,19.0,Baudewijn Odé,14,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,850189,xeno-canto,https://xeno-canto.org/850189,https://xeno-canto.org/850189/download,XC850189-NoID_20230903_122038.wav,Netherlands,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,19.0,Baudewijn Odé,15,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,850128,xeno-canto,https://xeno-canto.org/850128,https://xeno-canto.org/850128/download,XC850128-NoID_20230818_163418.wav,Netherlands,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,20.0,Baudewijn Odé,16,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,850182,xeno-canto,https://xeno-canto.org/850182,https://xeno-canto.org/850182/download,XC850182-NoID_20230902_222808.wav,Netherlands,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,20.0,Baudewijn Odé,17,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,850186,xeno-canto,https://xeno-canto.org/850186,https://xeno-canto.org/850186/download,XC850186-NoID_20230903_121732.wav,Netherlands,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,20.0,Baudewijn Odé,18,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,850187,xeno-canto,https://xeno-canto.org/850187,https://xeno-canto.org/850187/download,XC850187-NoID_20230903_121837.wav,Netherlands,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,20.0,Baudewijn Odé,19,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
Roeseliana roeselii,850180,xeno-canto,https://xeno-canto.org/850180,https://xeno-canto.org/850180/download,XC850180-NoID_20230902_222030.wav,Netherlands,B,ok,open,https://creativecommons.org/licenses/by-sa/4.0/,field recording,no,yes,384000,21.0,Baudewijn Odé,20,quality=B; license=open; method=field recording; playback=no; sample_rate=384000
